PokemonID	name	pokedex_number	PokemonPhase_5cat	generation	type1	type2	height_m	weight_kg	hp	attack	defense	sp_attack	sp_defense	speed	total	catch_rate	percentage_male	base_happiness_8	special_status	gender_unknown	dual_type	is_rock	is_steel	is_ground	is_water	is_fire	is_grass	is_bug	is_ice	is_dragon	is_flying	is_fairy	is_ghost	is_poison	is_electric	is_normal	is_dark	is_psychic	is_fighting	gender_cat	happiness_cat	BMI
128	Tauros	128	NotEvolving	1	normal	NA	1.4	88.4	75	100	95	40	70	110	490	45	100	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Mostly males	Normal	45.10204082
129	Magikarp	129	Base	1	water	NA	0.9	10	20	10	55	15	20	80	200	255	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	12.34567901
129	Gyarados	130	Phase1	1	water	flying	6.5	235	95	125	79	60	100	81	540	45	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	5.562130178
131	Lapras	131	NotEvolving	1	water	ice	2.5	220	130	85	80	85	95	60	535	45	50	50	normal	0	Dual	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	35.2
132	Ditto	132	NotEvolving	1	normal	NA	0.3	4	48	48	48	48	48	48	288	35	NA	50	normal	1	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Genderless	Normal	44.44444444
133	Eevee	133	Base	1	normal	NA	0.3	6.5	55	55	50	45	65	55	325	45	87.5	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Mostly males	Normal	72.22222222
133	Vaporeon	134	Phase1	1	water	NA	1	29	130	65	60	110	95	65	525	45	87.5	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	29
133	Jolteon	135	Phase1	1	electric	NA	0.8	24.5	65	65	60	110	95	130	525	45	87.5	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Mostly males	Normal	38.28125
133	Flareon	136	Phase1	1	fire	NA	0.9	25	65	130	60	95	110	65	525	45	87.5	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	30.86419753
137	Porygon	137	Base	1	normal	NA	0.8	36.5	65	60	70	85	75	40	395	45	NA	50	normal	1	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Genderless	Normal	57.03125
138	Omanyte	138	Base	1	rock	water	0.4	7.5	35	40	100	90	55	35	355	45	87.5	50	normal	0	Dual	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	46.875
138	Omastar	139	Phase1	1	rock	water	1	35	70	60	125	115	70	55	495	45	87.5	50	normal	0	Dual	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	35
140	Kabuto	140	Base	1	rock	water	0.5	11.5	30	80	90	55	45	55	355	45	87.5	50	normal	0	Dual	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	46
140	Kabutops	141	Phase1	1	rock	water	1.3	40.5	60	115	105	65	70	80	495	45	87.5	50	normal	0	Dual	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	23.96449704
142	Aerodactyl	142	NotEvolving	1	rock	flying	1.8	59	80	105	65	60	75	130	515	45	87.5	50	normal	0	Dual	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Mostly males	Normal	18.20987654
446	Snorlax	143	Base	1	normal	NA	2.1	460	160	110	65	65	110	30	540	25	87.5	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Mostly males	Normal	104.30839
144	Articuno	144	NotEvolving	1	ice	flying	1.7	55.4	90	85	100	95	125	85	580	3	NA	35	sub-legendary	1	Dual	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	Genderless	Unhappy	19.16955017
145	Zapdos	145	NotEvolving	1	electric	flying	1.6	52.6	90	90	85	125	90	100	580	3	NA	35	sub-legendary	1	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	Genderless	Unhappy	20.546875
146	Moltres	146	NotEvolving	1	fire	flying	2	60	90	100	90	125	85	90	580	3	NA	35	sub-legendary	1	Dual	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Genderless	Unhappy	15
147	Dratini	147	Base	1	dragon	NA	1.8	3.3	41	64	45	50	50	50	300	45	50	35	normal	0	Single	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Equal	Unhappy	1.018518519
147	Dragonair	148	Phase1	1	dragon	NA	4	16.5	61	84	65	70	70	70	420	45	50	35	normal	0	Single	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Equal	Unhappy	1.03125
147	Dragonite	149	Phase2	1	dragon	flying	2.2	210	91	134	95	100	100	80	600	45	50	35	normal	0	Dual	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	Equal	Unhappy	43.38842975
150	Mewtwo	150	NotEvolving	1	psychic	NA	2	122	106	110	90	154	90	130	680	3	NA	0	legendary	1	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Unhappy	30.5
151	Mew	151	NotEvolving	1	psychic	NA	0.4	4	100	100	100	100	100	100	600	45	NA	100	mythical	1	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Happy	25
152	Chikorita	152	Base	2	grass	NA	0.9	6.4	45	49	65	49	65	45	318	45	87.5	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	7.901234568
152	Bayleef	153	Phase1	2	grass	NA	1.2	15.8	60	62	80	63	80	60	405	45	87.5	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	10.97222222
152	Meganium	154	Phase2	2	grass	NA	1.8	100.5	80	82	100	83	100	80	525	45	87.5	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	31.01851852
155	Cyndaquil	155	Base	2	fire	NA	0.5	7.9	39	52	43	60	50	65	309	45	87.5	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	31.6
155	Quilava	156	Phase1	2	fire	NA	0.9	19	58	64	58	80	65	80	405	45	87.5	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	23.45679012
155	Typhlosion	157	Phase2	2	fire	NA	1.7	79.5	78	84	78	109	85	100	534	45	87.5	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	27.50865052
158	Totodile	158	Base	2	water	NA	0.6	9.5	50	65	64	44	48	43	314	45	87.5	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	26.38888889
158	Croconaw	159	Phase1	2	water	NA	1.1	25	65	80	80	59	63	58	405	45	87.5	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	20.66115702
158	Feraligatr	160	Phase2	2	water	NA	2.3	88.8	85	105	100	79	83	78	530	45	87.5	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	16.78638941
161	Sentret	161	Base	2	normal	NA	0.8	6	35	46	34	35	45	20	215	255	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	9.375
161	Furret	162	Phase1	2	normal	NA	1.8	32.5	85	76	64	45	55	90	415	90	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	10.0308642
163	Hoothoot	163	Base	2	normal	flying	0.7	21.2	60	30	30	36	56	50	262	255	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Equal	Normal	43.26530612
163	Noctowl	164	Phase1	2	normal	flying	1.6	40.8	100	50	50	86	96	70	452	90	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Equal	Normal	15.9375
165	Ledyba	165	Base	2	bug	flying	1	10.8	40	20	30	40	80	55	265	255	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	10.8
165	Ledian	166	Phase1	2	bug	flying	1.4	35.6	55	35	50	55	110	85	390	90	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	18.16326531
167	Spinarak	167	Base	2	bug	poison	0.5	8.5	40	60	40	40	40	30	250	255	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	34
167	Ariados	168	Phase1	2	bug	poison	1.1	33.5	70	90	70	60	70	40	400	90	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	27.68595041
41	Crobat	169	Phase2	2	poison	flying	1.8	75	85	90	80	70	80	130	535	90	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	Equal	Normal	23.14814815
170	Chinchou	170	Base	2	water	electric	0.5	12	75	38	38	56	56	67	330	190	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	48
170	Lanturn	171	Phase1	2	water	electric	1.2	22.5	125	58	58	76	76	67	460	75	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	15.625
172	Pichu	172	Baby	2	electric	NA	0.3	2	20	40	15	35	35	60	205	190	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	22.22222222
173	Cleffa	173	Baby	2	fairy	NA	0.3	3	50	25	28	45	55	15	218	150	25	140	normal	0	Single	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Mostly females	Happy	33.33333333
174	Igglybuff	174	Baby	2	normal	fairy	0.3	1	90	30	15	40	20	15	210	170	25	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	Mostly females	Normal	11.11111111
175	Togepi	175	Baby	2	fairy	NA	0.3	1.5	35	20	65	40	65	20	245	190	87.5	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Mostly males	Normal	16.66666667
175	Togetic	176	Base	2	fairy	flying	0.6	3.2	55	40	85	80	105	40	405	75	87.5	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	Mostly males	Normal	8.888888889
177	Natu	177	Base	2	psychic	flying	0.2	2	40	50	45	70	45	70	320	190	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	Equal	Normal	50
177	Xatu	178	Phase1	2	psychic	flying	1.5	15	65	75	70	95	70	95	470	75	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	Equal	Normal	6.666666667
179	Mareep	179	Base	2	electric	NA	0.6	7.8	55	40	40	65	45	35	280	235	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	21.66666667
179	Flaaffy	180	Phase1	2	electric	NA	0.8	13.3	70	55	55	80	60	45	365	120	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	20.78125
179	Ampharos	181	Phase2	2	electric	NA	1.4	61.5	90	75	85	115	90	55	510	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Equal	Normal	31.37755102
43	Bellossom	182	Phase2	2	grass	NA	0.4	5.8	75	80	95	90	100	50	490	45	50	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	36.25
298	Marill	183	Base	2	water	fairy	0.4	8.5	70	20	50	20	50	40	250	190	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Equal	Normal	53.125
298	Azumarill	184	Phase1	2	water	fairy	0.8	28.5	100	50	80	60	80	50	420	75	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Equal	Normal	44.53125
438	Sudowoodo	185	Base	2	rock	NA	1.2	38	70	100	115	30	65	30	410	65	50	50	normal	0	Single	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	26.38888889
60	Politoed	186	Phase2	2	water	NA	1.1	33.9	90	75	75	90	100	70	500	45	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	28.01652893
187	Hoppip	187	Base	2	grass	flying	0.4	0.5	35	35	40	35	55	50	250	255	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	3.125
187	Skiploom	188	Phase1	2	grass	flying	0.6	1	55	45	50	45	65	80	340	120	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	2.777777778
187	Jumpluff	189	Phase2	2	grass	flying	0.8	3	75	55	70	55	95	110	460	45	50	50	normal	0	Dual	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	4.6875
190	Aipom	190	Base	2	normal	NA	0.8	11.5	55	70	55	40	55	85	360	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	17.96875
191	Sunkern	191	Base	2	grass	NA	0.3	1.8	30	30	30	30	30	30	180	235	50	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	20
191	Sunflora	192	Phase1	2	grass	NA	0.8	8.5	75	75	55	105	85	30	425	120	50	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	13.28125
193	Yanma	193	Base	2	bug	flying	1.2	38	65	65	45	75	45	95	390	75	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	26.38888889
194	Wooper	194	Base	2	water	ground	0.4	8.5	55	45	45	25	25	15	210	255	50	50	normal	0	Dual	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	53.125
194	Quagsire	195	Phase1	2	water	ground	1.4	75	95	85	85	65	65	35	430	90	50	50	normal	0	Dual	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	38.26530612
133	Espeon	196	Phase1	2	psychic	NA	0.9	26.5	65	65	60	130	95	110	525	45	87.5	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Mostly males	Normal	32.71604938
133	Umbreon	197	Phase1	2	dark	NA	1	27	95	65	110	60	130	65	525	45	87.5	35	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Mostly males	Unhappy	27
198	Murkrow	198	Base	2	dark	flying	0.5	2.1	60	85	42	85	42	91	405	30	50	35	normal	0	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	Equal	Unhappy	8.4
79	Slowking	199	Phase1	2	water	psychic	2	79.5	95	75	80	100	110	30	490	70	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Equal	Normal	19.875
200	Misdreavus	200	Base	2	ghost	NA	0.7	1	60	60	60	85	85	85	435	45	50	35	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Equal	Unhappy	2.040816327
201	Unown	201	NotEvolving	2	psychic	NA	0.5	5	48	72	48	72	48	48	336	225	NA	50	normal	1	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Normal	20
360	Wobbuffet	202	Base	2	psychic	NA	1.3	28.5	190	33	58	33	58	33	405	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Equal	Normal	16.86390533
203	Girafarig	203	Base	2	normal	psychic	1.5	41.5	70	80	65	90	65	85	455	60	50	50	normal	0	Dual	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Equal	Normal	18.44444444
204	Pineco	204	Base	2	bug	NA	0.6	7.2	50	65	90	35	35	15	290	190	50	50	normal	0	Single	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	20
204	Forretress	205	Phase1	2	bug	steel	1.2	125.8	75	90	140	60	60	40	465	75	50	50	normal	0	Dual	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	87.36111111
206	Dunsparce	206	Base	2	normal	NA	1.5	14	100	70	70	65	65	45	415	190	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	6.222222222
207	Gligar	207	Base	2	ground	flying	1.1	64.8	65	75	105	35	65	85	430	60	50	50	normal	0	Dual	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	53.55371901
95	Steelix	208	Phase1	2	steel	ground	9.2	400	75	85	200	55	65	30	510	25	50	50	normal	0	Dual	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	4.725897921
209	Snubbull	209	Base	2	fairy	NA	0.6	7.8	60	80	50	40	40	30	300	190	25	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Mostly females	Normal	21.66666667
209	Granbull	210	Phase1	2	fairy	NA	1.4	48.7	90	120	75	60	60	45	450	75	25	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Mostly females	Normal	24.84693878
211	Qwilfish	211	Base	2	water	poison	0.5	3.9	65	95	85	55	55	85	440	45	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Equal	Normal	15.6
123	Scizor	212	Phase1	2	bug	steel	1.8	118	70	130	100	55	80	65	500	25	50	50	normal	0	Dual	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	36.41975309
213	Shuckle	213	NotEvolving	2	bug	rock	0.6	20.5	20	10	230	10	230	5	505	190	50	50	normal	0	Dual	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	56.94444444
214	Heracross	214	NotEvolving	2	bug	fighting	1.5	54	80	125	75	40	95	85	500	45	50	50	normal	0	Dual	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	Equal	Normal	24
215	Sneasel	215	Base	2	dark	ice	0.9	28	55	95	55	35	75	115	430	60	50	35	normal	0	Dual	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	34.56790123
216	Teddiursa	216	Base	2	normal	NA	0.6	8.8	60	80	50	50	50	40	330	120	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	24.44444444
216	Ursaring	217	Phase1	2	normal	NA	1.8	125.8	90	130	75	75	75	55	500	60	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	38.82716049
218	Slugma	218	Base	2	fire	NA	0.7	35	40	40	40	70	40	20	250	190	50	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	71.42857143
218	Magcargo	219	Phase1	2	fire	rock	0.8	55	60	50	120	90	80	30	430	75	50	50	normal	0	Dual	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	85.9375
220	Swinub	220	Base	2	ice	ground	0.4	6.5	50	50	40	30	30	50	250	225	50	50	normal	0	Dual	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	40.625
220	Piloswine	221	Phase1	2	ice	ground	1.1	55.8	100	100	80	60	60	50	450	75	50	50	normal	0	Dual	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Equal	Normal	46.11570248
222	Corsola	222	Base	2	water	rock	0.6	5	65	55	95	65	95	35	410	60	25	50	normal	0	Dual	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly females	Normal	13.88888889
223	Remoraid	223	Base	2	water	NA	0.6	12	35	65	35	65	35	65	300	190	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	33.33333333
223	Octillery	224	Phase1	2	water	NA	0.9	28.5	75	105	75	105	75	45	480	75	50	50	normal	0	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	35.18518519
225	Delibird	225	NotEvolving	2	ice	flying	0.9	16	45	55	45	65	45	75	330	45	50	50	normal	0	Dual	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	Equal	Normal	19.75308642
458	Mantine	226	Base	2	water	flying	2.1	220	85	40	70	80	140	70	485	25	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	49.88662132
227	Skarmory	227	NotEvolving	2	steel	flying	1.7	50.5	65	80	140	40	70	70	465	25	50	50	normal	0	Dual	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Equal	Normal	17.47404844
228	Houndour	228	Base	2	dark	fire	0.6	10.8	45	60	30	80	50	65	330	120	50	35	normal	0	Dual	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	30
228	Houndoom	229	Phase1	2	dark	fire	1.4	35	75	90	50	110	80	95	500	45	50	35	normal	0	Dual	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	17.85714286
116	Kingdra	230	Phase2	2	water	dragon	1.8	152	75	95	95	95	95	85	540	45	50	50	normal	0	Dual	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Equal	Normal	46.91358025
231	Phanpy	231	Base	2	ground	NA	0.5	33.5	90	60	60	40	40	40	330	120	50	50	normal	0	Single	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	134
231	Donphan	232	Phase1	2	ground	NA	1.1	120	90	120	120	60	60	50	500	60	50	50	normal	0	Single	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Normal	99.17355372
137	Porygon2	233	Phase1	2	normal	NA	0.6	32.5	85	80	90	105	95	60	515	45	NA	50	normal	1	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Genderless	Normal	90.27777778
234	Stantler	234	Base	2	normal	NA	1.4	71.2	73	95	62	85	65	85	465	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	36.32653061
235	Smeargle	235	NotEvolving	2	normal	NA	1.2	58	55	20	35	20	45	75	250	45	50	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Equal	Normal	40.27777778
236	Tyrogue	236	Baby	2	fighting	NA	0.7	21	35	35	35	35	35	35	210	75	100	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Mostly males	Normal	42.85714286
236	Hitmontop	237	Base	2	fighting	NA	1.4	48	50	95	95	35	110	70	455	45	100	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Mostly males	Normal	24.48979592
238	Smoochum	238	Baby	2	ice	psychic	0.4	6	45	30	15	85	65	65	305	45	0	50	normal	0	Dual	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	Mostly females	Normal	37.5
239	Elekid	239	Baby	2	electric	NA	0.6	23.5	45	63	37	65	55	95	360	45	75	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Mostly males	Normal	65.27777778
240	Magby	240	Baby	2	fire	NA	0.7	21.4	45	75	37	70	55	83	365	45	75	50	normal	0	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	43.67346939
241	Miltank	241	NotEvolving	2	normal	NA	1.2	75.5	95	80	105	40	70	100	490	45	0	50	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Mostly females	Normal	52.43055556
440	Blissey	242	Phase1	2	normal	NA	1.5	46.8	255	10	10	75	135	55	540	30	0	140	normal	0	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Mostly females	Happy	20.8
243	Raikou	243	NotEvolving	2	electric	NA	1.9	178	90	85	75	115	100	115	580	3	NA	35	sub-legendary	1	Single	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Genderless	Unhappy	49.30747922
244	Entei	244	NotEvolving	2	fire	NA	2.1	198	115	115	85	90	75	100	580	3	NA	35	sub-legendary	1	Single	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Genderless	Unhappy	44.89795918
245	Suicune	245	NotEvolving	2	water	NA	2	187	100	75	115	90	115	85	580	3	NA	35	sub-legendary	1	Single	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Genderless	Unhappy	46.75
246	Larvitar	246	Base	2	rock	ground	0.6	72	50	64	50	45	50	41	300	45	50	35	normal	0	Dual	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Unhappy	200
246	Pupitar	247	Phase1	2	rock	ground	1.2	152	70	84	70	65	70	51	410	45	50	35	normal	0	Dual	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Equal	Unhappy	105.5555556
246	Tyranitar	248	Phase2	2	rock	dark	2	202	100	134	110	95	100	61	600	45	50	35	normal	0	Dual	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Equal	Unhappy	50.5
249	Lugia	249	NotEvolving	2	psychic	flying	5.2	216	106	90	130	90	154	110	680	3	NA	0	legendary	1	Dual	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	Genderless	Unhappy	7.98816568
250	Ho-Oh	250	NotEvolving	2	fire	flying	3.8	199	106	130	90	110	154	90	680	3	NA	0	legendary	1	Dual	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Genderless	Unhappy	13.78116343
251	Celebi	251	NotEvolving	2	psychic	grass	0.6	5	100	100	100	100	100	100	600	45	NA	100	mythical	1	Dual	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	Genderless	Happy	13.88888889
252	Treecko	252	Base	3	grass	NA	0.5	5	40	45	35	65	55	70	310	45	87.5	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	20
252	Grovyle	253	Phase1	3	grass	NA	0.9	21.6	50	65	45	85	65	95	405	45	87.5	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	26.66666667
252	Sceptile	254	Phase2	3	grass	NA	1.7	52.2	70	85	65	105	85	120	530	45	87.5	50	normal	0	Single	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Mostly males	Normal	18.06228374
